image_id,identifier,response,time_taken,actual,correct,,
2179_conidiophore.png,carly,2,2.53275156,2,TRUE,,
1884_clear.png,carly,0,7.996787548,0,TRUE,,
419_infected.png,carly,1,7.76854825,1,TRUE,,
1812_infected.png,carly,1,15.43860984,1,TRUE,,
334_infected.png,carly,1,5.134200573,1,TRUE,,
1545_conidiophore.png,carly,2,3.542286158,2,TRUE,,
2003_infected.png,carly,1,6.241266966,1,TRUE,,
221_clear.png,carly,0,3.828456402,0,TRUE,,
2068_clear.png,carly,0,4.440205812,0,TRUE,,
1084_clear.png,carly,0,4.180600405,0,TRUE,,
2074_infected.png,carly,1,6.65145874,1,TRUE,,
1493_clear.png,carly,0,5.466323853,0,TRUE,,
1116_conidiophore.png,carly,2,12.58945608,2,TRUE,,
1365_infected.png,carly,1,7.261821747,1,TRUE,,
1394_conidiophore.png,carly,2,15.60855865,2,TRUE,,
4_conidiophore.png,carly,2,3.354959965,2,TRUE,,
1181_infected.png,carly,0,6.507269859,1,FALSE,,
277_infected.png,carly,1,13.27711034,1,TRUE,,
1375_clear.png,carly,0,5.923280954,0,TRUE,,
1126_conidiophore.png,carly,2,2.820718765,2,TRUE,,
2056_infected.png,carly,1,5.05298233,1,TRUE,,
17_conidiophore.png,carly,2,5.097179413,2,TRUE,,
507_infected.png,carly,1,12.43225408,1,TRUE,,
11_clear.png,carly,1,11.15130568,0,FALSE,,
616_infected.png,carly,0,4.785694361,1,FALSE,,
1513_infected.png,carly,1,3.969950199,1,TRUE,,
812_conidiophore.png,carly,2,2.493272305,2,TRUE,,
1783_infected.png,carly,1,8.788064241,1,TRUE,,
1700_conidiophore.png,carly,2,2.690660477,2,TRUE,,
1244_clear.png,carly,0,5.505198002,0,TRUE,,
1070_infected.png,carly,1,3.306121111,1,TRUE,,
1027_clear.png,carly,0,2.853188515,0,TRUE,,
1993_conidiophore.png,carly,2,4.17691493,2,TRUE,,
1164_infected.png,carly,1,7.248857021,1,TRUE,,
682_clear.png,carly,0,4.094116449,0,TRUE,,
1670_conidiophore.png,carly,2,5.91515708,2,TRUE,,
474_infected.png,carly,1,5.914344549,1,TRUE,,
130_infected.png,carly,1,4.927637339,1,TRUE,,
1135_clear.png,carly,0,6.101875067,0,TRUE,,
858_clear.png,carly,0,3.242273331,0,TRUE,,
2206_infected.png,carly,1,3.078757048,1,TRUE,,
1614_infected.png,carly,1,3.637391329,1,TRUE,,
116_conidiophore.png,carly,2,2.300092936,2,TRUE,,
1745_clear.png,carly,0,3.243166924,0,TRUE,,
124_conidiophore.png,carly,2,2.810048342,2,TRUE,,
513_clear.png,carly,0,3.329493999,0,TRUE,,
1408_conidiophore.png,carly,2,5.581350088,2,TRUE,,
2014_clear.png,carly,0,11.48465252,0,TRUE,,
447_clear.png,carly,0,10.35936785,0,TRUE,,
437_conidiophore.png,carly,2,2.767497063,2,TRUE,,
891_clear.png,carly,0,5.441675663,0,TRUE,,
1211_infected.png,carly,1,7.103360415,1,TRUE,,
1962_conidiophore.png,carly,2,6.02923274,2,TRUE,,
174_clear.png,carly,0,5.659324646,0,TRUE,,
1186_conidiophore.png,carly,2,8.464949846,2,TRUE,,
1652_clear.png,carly,0,8.815743446,0,TRUE,,
1789_conidiophore.png,carly,2,27.65365863,2,TRUE,,
1501_infected.png,carly,1,8.501382351,1,TRUE,,
2019_infected.png,carly,1,6.85055685,1,TRUE,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,Correct:,94
,,,,,,Incorrect:,4
,,,,,,Average Time:,7.451485405
,,,,,,Std_Dev:,5.312924864
